,Name,Subs,Identifier,Type,Full_identifier,Nr_featured,Featured
461,MrWissen2go Geschichte,836000,UCsVWpmoRsNAWZb59b6Pt9Kg,channel,/channel/UCsVWpmoRsNAWZb59b6Pt9Kg,7,"['/user/MrWissen2go', '/channel/UCP8e6wK18jJNdJpKkeQDlsA', '/user/KurzgesagtDE', '/channel/UCzOHLoNwbebvEkn7y6x-EWA', '/channel/UCaxX8488TqU6bZdcKpxPVvQ', '/channel/UC146qqkUMTrn4nfSSOTNwiA', '/channel/UC9RSWjfMU3qMixhigyHjEgw']"
462,MrWissen2go,1640000,MrWissen2go,user,/user/MrWissen2go,8,"['/channel/UCsVWpmoRsNAWZb59b6Pt9Kg', '/channel/UCP8e6wK18jJNdJpKkeQDlsA', '/channel/UCfb7LAYCeJJiT3gyquv7V5Q', '/user/walulissiehtfern', '/channel/UCfa7jJFYnn3P5LdJXsFkrjw', '/channel/UCKGMHVipEvuZudhHD05FOYA', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/channel/UCHN_SuOUrpgwnCBDpYsSxYA']"
463,maiLab,1420000,UCyHDQ5C6z1NDmJ4g6SerW8g,channel,/channel/UCyHDQ5C6z1NDmJ4g6SerW8g,8,"['/channel/UC1Y7onDsPyfP-lu--SXF-ew', '/channel/UC146qqkUMTrn4nfSSOTNwiA', '/user/KurzgesagtDE', '/user/walulissiehtfern', '/channel/UCLKPfqBGqL4gaEvegb_If0Q', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/user/MrWissen2go', '/channel/UCHN_SuOUrpgwnCBDpYsSxYA']"
464,Parshad,25200,UC1SiZtRQ4_9yZKu-fMb3Otg,channel,/channel/UC1SiZtRQ4_9yZKu-fMb3Otg,9,"['/channel/UCF_oOFgq8qwi7HRGTJSsZ-g', '/channel/UCUueEx_ceEQrjlR9ctPNKyg', '/channel/UCr5zglOqHZAEfCcAx_nw1dQ', '/channel/UCwCpW0IbR0Z2WJryfENq7jw', '/channel/UCaDFHuodTr4T1EAg5IXK0NQ', '/channel/UCxI8LYakG709x4dlg0eybmA', '/channel/UCeWYsa2ynPc0VNwqL-vF2wQ', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/user/TwinTVChannel1']"
465,datteltäter,509000,UCF_oOFgq8qwi7HRGTJSsZ-g,channel,/channel/UCF_oOFgq8qwi7HRGTJSsZ-g,4,"['/channel/UC2f-NhLhAStGWrOpm7Us-2A', '/user/mirellativegal', '/channel/UC6zXbTQEujMO-5CzyywlVDQ', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ']"
466,Auf Klo,342000,UCUueEx_ceEQrjlR9ctPNKyg,channel,/channel/UCUueEx_ceEQrjlR9ctPNKyg,6,"['/channel/UCZoFvJwucEgUxDS6Xoz1p2A', '/channel/UCTFCAxi634M3H_ezo6a1jsA', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCF_oOFgq8qwi7HRGTJSsZ-g', '/user/ItsColeslaw']"
467,DRUCK - Die Serie,426000,UCr5zglOqHZAEfCcAx_nw1dQ,channel,/channel/UCr5zglOqHZAEfCcAx_nw1dQ,10,"['/channel/UC1SiZtRQ4_9yZKu-fMb3Otg', '/channel/UCeWYsa2ynPc0VNwqL-vF2wQ', '/channel/UCaDFHuodTr4T1EAg5IXK0NQ', '/channel/UCUueEx_ceEQrjlR9ctPNKyg', '/user/alwaysxcaro', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCxI8LYakG709x4dlg0eybmA', '/user/TwinTVChannel1', '/channel/UCF_oOFgq8qwi7HRGTJSsZ-g']"
468,Phil Laude,1090000,UCwCpW0IbR0Z2WJryfENq7jw,channel,/channel/UCwCpW0IbR0Z2WJryfENq7jw,0,[]
469,TRU DOKU,221000,UCaDFHuodTr4T1EAg5IXK0NQ,channel,/channel/UCaDFHuodTr4T1EAg5IXK0NQ,8,"['/channel/UC1SiZtRQ4_9yZKu-fMb3Otg', '/channel/UC1Y7onDsPyfP-lu--SXF-ew', '/channel/UC2f-NhLhAStGWrOpm7Us-2A', '/channel/UC5h9N_ZhQHIyQHgLN8kYtRg', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UCxI8LYakG709x4dlg0eybmA', '/channel/UCeWYsa2ynPc0VNwqL-vF2wQ', '/channel/UCUueEx_ceEQrjlR9ctPNKyg']"
470,follow me.reports,495000,UCeWYsa2ynPc0VNwqL-vF2wQ,channel,/channel/UCeWYsa2ynPc0VNwqL-vF2wQ,8,"['/channel/UC-NZazksH-lR-Mif-3DZL3g', '/user/Nihan0311', '/channel/UC1FUmelOA9Tc8VFmoeexIkw', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCaDFHuodTr4T1EAg5IXK0NQ', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UCUueEx_ceEQrjlR9ctPNKyg', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g']"
471,Nisi156,56600,Nisi156,user,/user/Nisi156,0,[]
472,Fickt euch! - Ist doch nur Sex,33300,UC3ZkjIfabQzVypsQBd9-AIQ,channel,/channel/UC3ZkjIfabQzVypsQBd9-AIQ,4,"['/channel/UCUueEx_ceEQrjlR9ctPNKyg', '/channel/UCYtMKztcurNoqAxvkw1FNUg', '/channel/UChiU8ch1Y0pE4gYFbSOA2Iw', '/channel/UCwOvSO2kf7sm_ZQyi6_DL4w']"
473,#OMG,40300,UCYtMKztcurNoqAxvkw1FNUg,channel,/channel/UCYtMKztcurNoqAxvkw1FNUg,1,['/channel/UCwCpW0IbR0Z2WJryfENq7jw']
474,"Guten Morgen, Internet!",227000,UChiU8ch1Y0pE4gYFbSOA2Iw,channel,/channel/UChiU8ch1Y0pE4gYFbSOA2Iw,7,"['/user/rewinside', '/user/coldmirror', '/user/TheKedosZone', '/user/TwinTVChannel1', '/user/SturmwaffelLP', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCwOvSO2kf7sm_ZQyi6_DL4w']"
475,Wishlist,123000,UCwOvSO2kf7sm_ZQyi6_DL4w,channel,/channel/UCwOvSO2kf7sm_ZQyi6_DL4w,5,"['/user/ChrissyCosmetic', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCLKPfqBGqL4gaEvegb_If0Q', '/channel/UCYtMKztcurNoqAxvkw1FNUg', '/channel/UCEtpah89jQiafn8iWOhxUSA']"
476,Y-Kollektiv,984000,UCLoWcRy-ZjA-Erh0p_VDLjQ,channel,/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ,12,"['/channel/UCv3u5ZoLyqUyQw_rOSdAfRw', '/channel/UCYHxoZiXeiSJoNGHn15JfKg', '/channel/UCV6W8_nrWxJLQakqBHEvT3Q', '/user/MrWissen2go', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UCfa7jJFYnn3P5LdJXsFkrjw', '/user/KurzgesagtDE', '/channel/UCfb7LAYCeJJiT3gyquv7V5Q', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/channel/UCeWYsa2ynPc0VNwqL-vF2wQ', '/user/walulissiehtfern', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ']"
477,Y-zwei,34400,UCv3u5ZoLyqUyQw_rOSdAfRw,channel,/channel/UCv3u5ZoLyqUyQw_rOSdAfRw,11,"['/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCT8nuuAabPxKnQs6dX92ZgA', '/channel/UCEtpah89jQiafn8iWOhxUSA', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UCeWYsa2ynPc0VNwqL-vF2wQ', '/channel/UCfb7LAYCeJJiT3gyquv7V5Q', '/channel/UCkBoq9BF-2fIdU4qWeZ5ogg', '/user/walulissiehtfern', '/channel/UCF_oOFgq8qwi7HRGTJSsZ-g', '/channel/UCLKPfqBGqL4gaEvegb_If0Q']"
478,Einigkeit & Rap & Freiheit,73000,UCYHxoZiXeiSJoNGHn15JfKg,channel,/channel/UCYHxoZiXeiSJoNGHn15JfKg,10,"['/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UCv3u5ZoLyqUyQw_rOSdAfRw', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UC2f-NhLhAStGWrOpm7Us-2A', '/channel/UCkBoq9BF-2fIdU4qWeZ5ogg', '/user/Nisi156', '/channel/UCV6W8_nrWxJLQakqBHEvT3Q', '/channel/UCT8nuuAabPxKnQs6dX92ZgA', '/channel/UCwOvSO2kf7sm_ZQyi6_DL4w', '/user/MrWissen2go']"
479,reporter,330000,UCV6W8_nrWxJLQakqBHEvT3Q,channel,/channel/UCV6W8_nrWxJLQakqBHEvT3Q,7,"['/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UCfa7jJFYnn3P5LdJXsFkrjw', '/channel/UCeWYsa2ynPc0VNwqL-vF2wQ', '/channel/UCUuab1dctZzN5ZmRmQnTzkg', '/channel/UCUueEx_ceEQrjlR9ctPNKyg', '/user/MrWissen2go']"
480,Die Frage,613000,UC5sgxwQGzW8BFTqLSMrklJw,channel,/channel/UC5sgxwQGzW8BFTqLSMrklJw,9,"['/channel/UC-5Ao5j48FBONkfprK1m5YA', '/user/GalileoOffiziell', '/channel/UC2f-NhLhAStGWrOpm7Us-2A', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UCeWYsa2ynPc0VNwqL-vF2wQ', '/channel/UC6Nh0xrtXJfNGucGtVrqjHw', '/channel/UC6zXbTQEujMO-5CzyywlVDQ', '/channel/UCV6W8_nrWxJLQakqBHEvT3Q']"
481,STRG_F,889000,UCfa7jJFYnn3P5LdJXsFkrjw,channel,/channel/UCfa7jJFYnn3P5LdJXsFkrjw,10,"['/user/alwaysxcaro', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UCFBapHA35loZ3KZwT_z3BsQ', '/user/TwinTVChannel1', '/channel/UCLKPfqBGqL4gaEvegb_If0Q', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/channel/UClimlKiB3xLJlpP1BbzfXSA', '/channel/UCo4693Ony4slDY5hR0ny-bw', '/user/MrWissen2go', '/channel/UCxI8LYakG709x4dlg0eybmA']"
482,DIE DA OBEN!,186000,UCfb7LAYCeJJiT3gyquv7V5Q,channel,/channel/UCfb7LAYCeJJiT3gyquv7V5Q,10,"['/channel/UC2f-NhLhAStGWrOpm7Us-2A', '/channel/UC53bIpnef1pwAx69ERmmOLA', '/channel/UC5h9N_ZhQHIyQHgLN8kYtRg', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCYHxoZiXeiSJoNGHn15JfKg', '/user/MrWissen2go', '/user/KurzgesagtDE', '/channel/UCKGMHVipEvuZudhHD05FOYA', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UCV6W8_nrWxJLQakqBHEvT3Q']"
483,WALULIS STORY - SWR3,441000,walulissiehtfern,user,/user/walulissiehtfern,3,"['/channel/UCo4693Ony4slDY5hR0ny-bw', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/channel/UClimlKiB3xLJlpP1BbzfXSA']"
484,Browser Ballett,381000,UC6zXbTQEujMO-5CzyywlVDQ,channel,/channel/UC6zXbTQEujMO-5CzyywlVDQ,10,"['/user/PetersKotstube', '/channel/UCFBapHA35loZ3KZwT_z3BsQ', '/user/TwinTVChannel1', '/user/ARTEde', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCmiQ_T2HNcsP1k1ydNZ-JKA', '/channel/UCkBoq9BF-2fIdU4qWeZ5ogg', '/user/walulissiehtfern', '/channel/UCLKPfqBGqL4gaEvegb_If0Q']"
485,PetersKotstube,156000,PetersKotstube,user,/user/PetersKotstube,1,['/channel/UC6zXbTQEujMO-5CzyywlVDQ']
486,Game Two,467000,UCFBapHA35loZ3KZwT_z3BsQ,channel,/channel/UCFBapHA35loZ3KZwT_z3BsQ,12,"['/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCfb7LAYCeJJiT3gyquv7V5Q', '/user/coldmirror', '/channel/UCkBoq9BF-2fIdU4qWeZ5ogg', '/user/TwinTVChannel1', '/channel/UCPiI104i7lyG--fkr3LZTtA', '/channel/UCeWYsa2ynPc0VNwqL-vF2wQ', '/channel/UCTFCAxi634M3H_ezo6a1jsA', '/channel/UCfa7jJFYnn3P5LdJXsFkrjw', '/channel/UCUueEx_ceEQrjlR9ctPNKyg', '/channel/UC6zXbTQEujMO-5CzyywlVDQ', '/channel/UCKGMHVipEvuZudhHD05FOYA']"
487,ARTEde,1270000,ARTEde,user,/user/ARTEde,1,['/channel/UCUuab1dctZzN5ZmRmQnTzkg']
488,Deutschland3000,32000,UCmiQ_T2HNcsP1k1ydNZ-JKA,channel,/channel/UCmiQ_T2HNcsP1k1ydNZ-JKA,7,"['/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCfb7LAYCeJJiT3gyquv7V5Q', '/channel/UC6zXbTQEujMO-5CzyywlVDQ', '/channel/UCT8nuuAabPxKnQs6dX92ZgA', '/user/walulissiehtfern', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UCV6W8_nrWxJLQakqBHEvT3Q']"
489,WUMMS,858000,UCkBoq9BF-2fIdU4qWeZ5ogg,channel,/channel/UCkBoq9BF-2fIdU4qWeZ5ogg,8,"['/user/coldmirror', '/channel/UCEtpah89jQiafn8iWOhxUSA', '/channel/UCKGMHVipEvuZudhHD05FOYA', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UC6Nh0xrtXJfNGucGtVrqjHw', '/user/TwinTVChannel1', '/channel/UCFBapHA35loZ3KZwT_z3BsQ', '/channel/UC6zXbTQEujMO-5CzyywlVDQ']"
490,Kliemannsland,641000,UCLKPfqBGqL4gaEvegb_If0Q,channel,/channel/UCLKPfqBGqL4gaEvegb_If0Q,0,[]
491,Science vs. Fiction,30800,UC5h9N_ZhQHIyQHgLN8kYtRg,channel,/channel/UC5h9N_ZhQHIyQHgLN8kYtRg,12,"['/user/4PlayersTVexklusiv', '/channel/UC1VLQPn9cYSqx8plbk9RxxQ', '/channel/UC1Y7onDsPyfP-lu--SXF-ew', '/user/alwaysxcaro', '/user/FilmTheorists', '/channel/UC4jQ6NgKZn9LKNr1nDHE05g', '/channel/UCPiI104i7lyG--fkr3LZTtA', '/channel/UCFBapHA35loZ3KZwT_z3BsQ', '/channel/UClimlKiB3xLJlpP1BbzfXSA', '/user/MrWissen2go', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/user/KurzgesagtDE']"
492,4Players,48500,4PlayersTVexklusiv,user,/user/4PlayersTVexklusiv,0,[]
493,The Action Lab,3760000,UC1VLQPn9cYSqx8plbk9RxxQ,channel,/channel/UC1VLQPn9cYSqx8plbk9RxxQ,5,"['/channel/UCA19mAJURyYHbJzhfpqhpCA', '/user/Vsauce', '/user/01032010814', '/user/TheBackyardScientist', '/channel/UCZ3vyIYUy5yK0i-RJwpdoSg']"
494,Action Lab Shorts,1750000,UCA19mAJURyYHbJzhfpqhpCA,channel,/channel/UCA19mAJURyYHbJzhfpqhpCA,4,"['/user/Vsauce', '/user/TheBackyardScientist', '/user/01032010814', '/channel/UC1VLQPn9cYSqx8plbk9RxxQ']"
495,TheBackyardScientist,5190000,TheBackyardScientist,user,/user/TheBackyardScientist,1,['/user/PewDiePie']
496,PressTube,2990000,UCZ3vyIYUy5yK0i-RJwpdoSg,channel,/channel/UCZ3vyIYUy5yK0i-RJwpdoSg,1,['/user/01032010814']
497,Quarks,642000,UC1Y7onDsPyfP-lu--SXF-ew,channel,/channel/UC1Y7onDsPyfP-lu--SXF-ew,2,"['/user/WDRchannel', '/channel/UCUuab1dctZzN5ZmRmQnTzkg']"
498,WDR,748000,WDRchannel,user,/user/WDRchannel,5,"['/channel/UC1Y7onDsPyfP-lu--SXF-ew', '/channel/UCHgEKkvg25mX7h5VrpiiSxA', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCUuab1dctZzN5ZmRmQnTzkg', '/channel/UCV6W8_nrWxJLQakqBHEvT3Q']"
499,WDR Doku,702000,UCUuab1dctZzN5ZmRmQnTzkg,channel,/channel/UCUuab1dctZzN5ZmRmQnTzkg,4,"['/channel/UC1Y7onDsPyfP-lu--SXF-ew', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/user/WDRchannel', '/channel/UCV6W8_nrWxJLQakqBHEvT3Q']"
500,The Film Theorists,10300000,FilmTheorists,user,/user/FilmTheorists,9,"['/user/MatthewPatrick13', '/channel/UCHYoe8kQ-7Gn9ASOlmI0k6Q', '/channel/UCAaegDUlb7doIKo0Rc1F08g', '/user/DYKGaming', '/user/carfmobile', '/user/pwnageshow', '/user/screenjunkies', '/user/CinemaSins', '/user/thugnotes']"
501,The Game Theorists,14900000,MatthewPatrick13,user,/user/MatthewPatrick13,5,"['/user/FilmTheorists', '/channel/UCHYoe8kQ-7Gn9ASOlmI0k6Q', '/channel/UCAaegDUlb7doIKo0Rc1F08g', '/user/carfmobile', '/user/DYKGaming']"
502,The Food Theorists,3230000,UCHYoe8kQ-7Gn9ASOlmI0k6Q,channel,/channel/UCHYoe8kQ-7Gn9ASOlmI0k6Q,2,"['/user/MatthewPatrick13', '/user/FilmTheorists']"
503,GTLive,2600000,UCAaegDUlb7doIKo0Rc1F08g,channel,/channel/UCAaegDUlb7doIKo0Rc1F08g,5,"['/user/MatthewPatrick13', '/user/FilmTheorists', '/channel/UCHYoe8kQ-7Gn9ASOlmI0k6Q', '/user/carfmobile', '/user/DYKGaming']"
504,DidYouKnowGaming?,2340000,DYKGaming,user,/user/DYKGaming,0,[]
505,Carf Darko,41600,carfmobile,user,/user/carfmobile,2,"['/user/MatthewPatrick13', '/user/FilmTheorists']"
506,pwnageshow,189000,pwnageshow,user,/user/pwnageshow,1,['/user/FilmTheorists']
507,Screen Junkies,6770000,screenjunkies,user,/user/screenjunkies,0,[]
508,CinemaSins,9160000,CinemaSins,user,/user/CinemaSins,0,[]
509,Wisecrack,3060000,thugnotes,user,/user/thugnotes,2,"['/channel/UCErSSa3CaP_GJxmFpdjG9Jw', '/user/FilmTheorists']"
510,Marvel Girl,125000,UC4jQ6NgKZn9LKNr1nDHE05g,channel,/channel/UC4jQ6NgKZn9LKNr1nDHE05g,2,"['/channel/UCyHzuI5sqmtfrV-2SzZz5HQ', '/user/The120DaysofSodom']"
511,Lord Aizen,936000,UCyHzuI5sqmtfrV-2SzZz5HQ,channel,/channel/UCyHzuI5sqmtfrV-2SzZz5HQ,2,"['/user/The120DaysofSodom', '/channel/UC4jQ6NgKZn9LKNr1nDHE05g']"
512,Anime Central,214000,The120DaysofSodom,user,/user/The120DaysofSodom,2,"['/channel/UCyHzuI5sqmtfrV-2SzZz5HQ', '/channel/UC4jQ6NgKZn9LKNr1nDHE05g']"
513,psychologeek,152000,UClimlKiB3xLJlpP1BbzfXSA,channel,/channel/UClimlKiB3xLJlpP1BbzfXSA,5,"['/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCUueEx_ceEQrjlR9ctPNKyg', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UCV6W8_nrWxJLQakqBHEvT3Q']"
514,Pocket Money,202000,UCZoFvJwucEgUxDS6Xoz1p2A,channel,/channel/UCZoFvJwucEgUxDS6Xoz1p2A,12,"['/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UC78qa96bVJpd6xrW-2FTRmw', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/channel/UCo4693Ony4slDY5hR0ny-bw', '/channel/UCDW1yldFKWrfjrr78aP5Nkw', '/user/alwaysxcaro', '/channel/UCfa7jJFYnn3P5LdJXsFkrjw', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UCaDFHuodTr4T1EAg5IXK0NQ', '/channel/UCeWYsa2ynPc0VNwqL-vF2wQ', '/channel/UCKGMHVipEvuZudhHD05FOYA', '/channel/UCV6W8_nrWxJLQakqBHEvT3Q']"
515,offen un' ehrlich,441000,UC78qa96bVJpd6xrW-2FTRmw,channel,/channel/UC78qa96bVJpd6xrW-2FTRmw,11,"['/user/alwaysxcaro', '/channel/UC2f-NhLhAStGWrOpm7Us-2A', '/user/ungekochtgeniessbar', '/user/OfficialDJDSign', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UC6Nh0xrtXJfNGucGtVrqjHw', '/user/TwinTVChannel1', '/channel/UCYxzaJcs6oNRhv0hnrmOqwg', '/user/coldmirror', '/channel/UCKGMHVipEvuZudhHD05FOYA', '/channel/UCZoFvJwucEgUxDS6Xoz1p2A']"
516,GERMANIA,236000,UC2f-NhLhAStGWrOpm7Us-2A,channel,/channel/UC2f-NhLhAStGWrOpm7Us-2A,17,"['/channel/UC-5Ao5j48FBONkfprK1m5YA', '/user/GalileoOffiziell', '/channel/UC53bIpnef1pwAx69ERmmOLA', '/channel/UC6Nh0xrtXJfNGucGtVrqjHw', '/channel/UC6zXbTQEujMO-5CzyywlVDQ', '/channel/UCA_mal7dGWEPVnQrDHx9Z9A', '/channel/UCDw0K7K658-ztRuCn2mn0Kw', '/channel/UCeqKIgPQfNInOswGRWt48kQ', '/channel/UClCIWcZNvq15p0Y-E4ToGOw', '/channel/UCNNEMxGKV1LsKZRt4vaIbvw', '/channel/UCFqcNI0NaAA21NS9W3ExCRg', '/channel/UC-NZazksH-lR-Mif-3DZL3g', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/user/hyperboleTV', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/user/MrWissen2go', '/channel/UCF_oOFgq8qwi7HRGTJSsZ-g']"
517,DISSLIKE,190000,UC-5Ao5j48FBONkfprK1m5YA,channel,/channel/UC-5Ao5j48FBONkfprK1m5YA,3,"['/channel/UC2f-NhLhAStGWrOpm7Us-2A', '/user/hyperboleTV', '/channel/UCfb7LAYCeJJiT3gyquv7V5Q']"
518,Galileo,3130000,GalileoOffiziell,user,/user/GalileoOffiziell,1,['/user/TheFineBros']
519,Bares für Rares,519000,UC53bIpnef1pwAx69ERmmOLA,channel,/channel/UC53bIpnef1pwAx69ERmmOLA,5,"['/channel/UCDw0K7K658-ztRuCn2mn0Kw', '/channel/UCeqKIgPQfNInOswGRWt48kQ', '/channel/UCFqcNI0NaAA21NS9W3ExCRg', '/channel/UC-NZazksH-lR-Mif-3DZL3g', '/channel/UCP8e6wK18jJNdJpKkeQDlsA']"
520,Das schaffst du nie!,788000,UC6Nh0xrtXJfNGucGtVrqjHw,channel,/channel/UC6Nh0xrtXJfNGucGtVrqjHw,6,"['/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UCHN_SuOUrpgwnCBDpYsSxYA', '/channel/UCeWYsa2ynPc0VNwqL-vF2wQ', '/channel/UC6zXbTQEujMO-5CzyywlVDQ', '/channel/UCwCpW0IbR0Z2WJryfENq7jw']"
521,Online Trainer Lizenz,-1,UCA_mal7dGWEPVnQrDHx9Z9A,channel,/channel/UCA_mal7dGWEPVnQrDHx9Z9A,0,[]
522,frontal,21500,UCDw0K7K658-ztRuCn2mn0Kw,channel,/channel/UCDw0K7K658-ztRuCn2mn0Kw,5,"['/channel/UCeqKIgPQfNInOswGRWt48kQ', '/channel/UCFqcNI0NaAA21NS9W3ExCRg', '/channel/UClCIWcZNvq15p0Y-E4ToGOw', '/channel/UC-NZazksH-lR-Mif-3DZL3g', '/channel/UCNNEMxGKV1LsKZRt4vaIbvw']"
523,ZDFheute Nachrichten,533000,UCeqKIgPQfNInOswGRWt48kQ,channel,/channel/UCeqKIgPQfNInOswGRWt48kQ,5,"['/channel/UC-NZazksH-lR-Mif-3DZL3g', '/channel/UC53bIpnef1pwAx69ERmmOLA', '/channel/UC6zXbTQEujMO-5CzyywlVDQ', '/channel/UCDw0K7K658-ztRuCn2mn0Kw', '/channel/UClCIWcZNvq15p0Y-E4ToGOw']"
524,sportstudio fußball,97900,UClCIWcZNvq15p0Y-E4ToGOw,channel,/channel/UClCIWcZNvq15p0Y-E4ToGOw,5,"['/channel/UCDw0K7K658-ztRuCn2mn0Kw', '/channel/UCFqcNI0NaAA21NS9W3ExCRg', '/channel/UC-NZazksH-lR-Mif-3DZL3g', '/channel/UCeqKIgPQfNInOswGRWt48kQ', '/channel/UCNNEMxGKV1LsKZRt4vaIbvw']"
525,ZDF MAGAZIN ROYALE,1070000,UCNNEMxGKV1LsKZRt4vaIbvw,channel,/channel/UCNNEMxGKV1LsKZRt4vaIbvw,6,"['/channel/UCFqcNI0NaAA21NS9W3ExCRg', '/channel/UCDw0K7K658-ztRuCn2mn0Kw', '/channel/UClCIWcZNvq15p0Y-E4ToGOw', '/channel/UCeqKIgPQfNInOswGRWt48kQ', '/channel/UC-NZazksH-lR-Mif-3DZL3g', '/channel/UC53bIpnef1pwAx69ERmmOLA']"
526,ZDF heute-show,1180000,UCFqcNI0NaAA21NS9W3ExCRg,channel,/channel/UCFqcNI0NaAA21NS9W3ExCRg,5,"['/channel/UCDw0K7K658-ztRuCn2mn0Kw', '/channel/UCeqKIgPQfNInOswGRWt48kQ', '/channel/UCNNEMxGKV1LsKZRt4vaIbvw', '/channel/UClCIWcZNvq15p0Y-E4ToGOw', '/channel/UC-NZazksH-lR-Mif-3DZL3g']"
527,HYPERBOLE,800000,hyperboleTV,user,/user/hyperboleTV,3,"['/channel/UC-5Ao5j48FBONkfprK1m5YA', '/channel/UC2f-NhLhAStGWrOpm7Us-2A', '/channel/UCfb7LAYCeJJiT3gyquv7V5Q']"
528,Ungekocht-Geniessbar,12300,ungekochtgeniessbar,user,/user/ungekochtgeniessbar,2,"['/channel/UCKr00yGxM4yU0dyhh_hK6ow', '/user/freshaltefolie']"
529,RibbedyRob,170,UCKr00yGxM4yU0dyhh_hK6ow,channel,/channel/UCKr00yGxM4yU0dyhh_hK6ow,1,['/user/ungekochtgeniessbar']
530,Freshtorge,3550000,freshaltefolie,user,/user/freshaltefolie,0,[]
531,Shintek Beats,208000,OfficialDJDSign,user,/user/OfficialDJDSign,0,[]
532,LiDiRo,1040000,UCYxzaJcs6oNRhv0hnrmOqwg,channel,/channel/UCYxzaJcs6oNRhv0hnrmOqwg,2,"['/channel/UC2MT5s9SpT6o3lQI1qWlPBA', '/channel/UCDRLks3t1zw2tlDGD0o8HHg']"
533,LinaRode,228000,UC2MT5s9SpT6o3lQI1qWlPBA,channel,/channel/UC2MT5s9SpT6o3lQI1qWlPBA,2,"['/channel/UCYxzaJcs6oNRhv0hnrmOqwg', '/channel/UCDRLks3t1zw2tlDGD0o8HHg']"
534,Dima Rode,202000,UCDRLks3t1zw2tlDGD0o8HHg,channel,/channel/UCDRLks3t1zw2tlDGD0o8HHg,2,"['/channel/UCYxzaJcs6oNRhv0hnrmOqwg', '/channel/UC2MT5s9SpT6o3lQI1qWlPBA']"
