,Name,Subs,Identifier,Type,Full_identifier,Nr_featured,Featured
140,Ebru Ergüner,396000,EbruZa,user,/user/EbruZa,12,"['/user/DrogerieRossmann', '/user/PDKFilms', '/user/mystyleandfashion', '/channel/UC-ixayHkV5NRIN1zNKmIYRw', '/user/Erdnussbuttertoast', '/channel/UC-pGQjB973CScGpFun8O2Cw', '/user/dulcedelight1', '/user/Nihan0311', '/user/TheresaSophia', '/channel/UC1EJFECIsdG0BcOcLsZ8Afg', '/user/BHCosmetics', '/user/SaskiasBeautyBlog']"
141,Mein ROSSMANN,73300,DrogerieRossmann,user,/user/DrogerieRossmann,0,[]
142,PDK Films,17600000,PDKFilms,user,/user/PDKFilms,0,[]
143,TypischSissi,250000,mystyleandfashion,user,/user/mystyleandfashion,0,[]
144,Uncle D,133000,UC-ixayHkV5NRIN1zNKmIYRw,channel,/channel/UC-ixayHkV5NRIN1zNKmIYRw,0,[]
145,Erdnussbuttertoast,2660,Erdnussbuttertoast,user,/user/Erdnussbuttertoast,0,[]
146,Florian Mennen,50900,UC-pGQjB973CScGpFun8O2Cw,channel,/channel/UC-pGQjB973CScGpFun8O2Cw,1,['/user/amerikanischkochen']
147,Raiza Costa,269000,dulcedelight1,user,/user/dulcedelight1,0,[]
148,Nihan,884000,Nihan0311,user,/user/Nihan0311,3,"['/channel/UC-2D0N8RCgWIHG6IbqCqmzQ', '/user/itsjudytime', '/user/EbruZa']"
149,Sami Dolls Handgemacht,36000,TheresaSophia,user,/user/TheresaSophia,0,[]
150,BanaBak,247000,UC1EJFECIsdG0BcOcLsZ8Afg,channel,/channel/UC1EJFECIsdG0BcOcLsZ8Afg,0,[]
151,BH Cosmetics,103000,BHCosmetics,user,/user/BHCosmetics,2,"['/user/itsjudytime', '/user/CarliBel55']"
152,Saskias Family Blog,441000,SaskiasBeautyBlog,user,/user/SaskiasBeautyBlog,2,"['/user/EbruZa', '/channel/UC0mUI4iBn1ptBZFj_mc35kg']"
153,MONDGöTTIN,13800,UC1GB9cmkr7EqlRwtJljBngw,channel,/channel/UC1GB9cmkr7EqlRwtJljBngw,0,[]
154,Sophie Hannah,322000,SHRstyling,user,/user/SHRstyling,11,"['/channel/UC-F3kTU4V680v550AavEOsQ', '/user/rachelleary6', '/channel/UC0B5C0wBwu9ALxaYdp-uLew', '/user/BritPopPrincess', '/channel/UC0Mlzy0QENwwkeyTdohixRQ', '/channel/UC0mUI4iBn1ptBZFj_mc35kg', '/user/paigejoannacalvert', '/user/CraveGreenVelvet', '/user/CopperGardenx', '/channel/UCTClUTLk0sfGU-NlaUwOdCA', '/channel/UCQZnw1gDTl7NOspBurXczTw']"
155,MollyMae,1630000,UC-F3kTU4V680v550AavEOsQ,channel,/channel/UC-F3kTU4V680v550AavEOsQ,1,['/user/BritPopPrincess']
156,Rachel Leary,668000,rachelleary6,user,/user/rachelleary6,0,[]
157,Just A Uniform,537,UC0B5C0wBwu9ALxaYdp-uLew,channel,/channel/UC0B5C0wBwu9ALxaYdp-uLew,0,[]
158,Patricia Bright,2860000,BritPopPrincess,user,/user/BritPopPrincess,0,[]
159,Emanuela Pawłowska,402,UC0Mlzy0QENwwkeyTdohixRQ,channel,/channel/UC0Mlzy0QENwwkeyTdohixRQ,0,[]
160,The Perkins,645000,UC0mUI4iBn1ptBZFj_mc35kg,channel,/channel/UC0mUI4iBn1ptBZFj_mc35kg,0,[]
161,Paige Joanna,69300,paigejoannacalvert,user,/user/paigejoannacalvert,0,[]
162,charlotte,52000,CraveGreenVelvet,user,/user/CraveGreenVelvet,0,[]
163,Jess Sheppard,35400,CopperGardenx,user,/user/CopperGardenx,0,[]
164,miko,175000,UCTClUTLk0sfGU-NlaUwOdCA,channel,/channel/UCTClUTLk0sfGU-NlaUwOdCA,1,['/channel/UC78cxCAcp7JfQPgKxYdyGrg']
165,Nothing But Robin,53,UCQZnw1gDTl7NOspBurXczTw,channel,/channel/UCQZnw1gDTl7NOspBurXczTw,2,"['/user/PewDiePie', '/user/SHRstyling']"
166,FitX,21500,FitXmeinStudio,user,/user/FitXmeinStudio,0,[]
167,PICTURRESQUE I Regina,513000,UC2bcX6Q6xgeCs7RqUyvzKpw,channel,/channel/UC2bcX6Q6xgeCs7RqUyvzKpw,0,[]
168,Naomi Jon,2140000,naomiwayne,user,/user/naomiwayne,12,"['/channel/UC-P8HKqO_NyVNYjd-j7ffzQ', '/user/PewDiePie', '/user/Nihan0311', '/user/BatALashBeauty', '/user/KlairedelysArt', '/user/CarliBel55', '/channel/UC2u-2XzX0zzvkVCqjVAZRJQ', '/channel/UC2wZJuuD_WA9ps2FORco1EQ', '/user/ChrisspyMakeup', '/channel/UC3aYPFZxBSLwBTU77OL0fwA', '/user/AlyciaMarieMusic', '/channel/UC4psZiwQ7Iw2ypKcK7k2a-A']"
169,Lauren,186000,UC-P8HKqO_NyVNYjd-j7ffzQ,channel,/channel/UC-P8HKqO_NyVNYjd-j7ffzQ,0,[]
170,PewDiePie,111,PewDiePie,user,/user/PewDiePie,0,[]
171,Samantha Ravndahl,987000,BatALashBeauty,user,/user/BatALashBeauty,0,[]
172,KlairedeLysMakeup,882000,KlairedelysArt,user,/user/KlairedelysArt,0,[]
173,Carli Bybel,6140000,CarliBel55,user,/user/CarliBel55,0,[]
174,wthmille,217000,UC2u-2XzX0zzvkVCqjVAZRJQ,channel,/channel/UC2u-2XzX0zzvkVCqjVAZRJQ,0,[]
175,까니짱 [ G-NI ],4220000,UC2wZJuuD_WA9ps2FORco1EQ,channel,/channel/UC2wZJuuD_WA9ps2FORco1EQ,0,[]
176,Chrisspy,1590000,ChrisspyMakeup,user,/user/ChrisspyMakeup,3,"['/channel/UC-F3kTU4V680v550AavEOsQ', '/channel/UC-P8HKqO_NyVNYjd-j7ffzQ', '/user/itsjudytime']"
177,Vinsainto,253000,UC3aYPFZxBSLwBTU77OL0fwA,channel,/channel/UC3aYPFZxBSLwBTU77OL0fwA,0,[]
178,AlyciaMarieMusic,265000,AlyciaMarieMusic,user,/user/AlyciaMarieMusic,0,[]
179,Insolito,157000,UC4psZiwQ7Iw2ypKcK7k2a-A,channel,/channel/UC4psZiwQ7Iw2ypKcK7k2a-A,0,[]
180,DIY Eule,176000,DIYeule,user,/user/DIYeule,8,"['/user/DrogerieRossmann', '/user/HusqvarnaViking', '/user/mystyleandfashion', '/channel/UC-be6zeJzhz-bnv-PIxCemg', '/user/AFateSoTwisted', '/user/PewDiePie', '/channel/UCX6eII-PtOL_NwIK-d5YsJQ', '/user/LizOrLizzy']"
181,HusqvarnaViking,45900,HusqvarnaViking,user,/user/HusqvarnaViking,0,[]
182,Anni The Duck,801000,UC-be6zeJzhz-bnv-PIxCemg,channel,/channel/UC-be6zeJzhz-bnv-PIxCemg,0,[]
183,A Fate So Twisted,65900,AFateSoTwisted,user,/user/AFateSoTwisted,0,[]
184,Jelena,112000,UCX6eII-PtOL_NwIK-d5YsJQ,channel,/channel/UCX6eII-PtOL_NwIK-d5YsJQ,2,"['/user/mystyleandfashion', '/user/DIYeule']"
185,Moin Liz,79300,LizOrLizzy,user,/user/LizOrLizzy,5,"['/user/DIYeule', '/channel/UCX6eII-PtOL_NwIK-d5YsJQ', '/user/mybeautyful12', '/user/ellathebeex', '/user/mystyleandfashion']"
186,Maksimized,1750,maksimized,user,/user/maksimized,0,[]
187,Sofia Martinez,240000,SofiaBeautyCafe,user,/user/SofiaBeautyCafe,0,[]
188,Disciples,121000,DisciplesLDN,user,/user/DisciplesLDN,2,"['/user/MrSuicideSheep', '/user/FFRRecordings']"
189,MrSuicideSheep,12800000,MrSuicideSheep,user,/user/MrSuicideSheep,0,[]
190,FFRR,116000,FFRRecordings,user,/user/FFRRecordings,1,['/user/DisciplesLDN']
191,Nelly Negret,17200,nellysmodeblog,user,/user/nellysmodeblog,1,['/user/nellyslifestyle']
192,Nellyslifestyle Zweiter Kanal,319,nellyslifestyle,user,/user/nellyslifestyle,0,[]
193,MaxiGassauer,4200,iMaxiiii,user,/user/iMaxiiii,4,"['/user/LikeAWannabe', '/user/JerriesBlog', '/user/supiexie', '/user/MagnoliaSchlossallee']"
194,Devan,7060,LikeAWannabe,user,/user/LikeAWannabe,12,"['/user/VikatanTV', '/user/ShirinDavid', '/channel/UC8-4w-oS_xbm6Ud1G2Nemqw', '/channel/UCBMZDEZoAJibulAwmzqTjEw', '/channel/UCBpxvYZivHHl-llzZinQwbA', '/channel/UCJW5UDaDqN66Iw1sbtXlEMA', '/channel/UCTrcZJCPCA5k-B_x9oV-Rvg', '/user/fatsugarmole123', '/user/SudeMdy', '/channel/UCvFEp3Ne_Llx7CGx_JHlBDA', '/user/KurzgesagtDE', '/channel/UCxI8LYakG709x4dlg0eybmA']"
195,VikatanTV,6800000,VikatanTV,user,/user/VikatanTV,0,[]
196,Shirin David,2860000,ShirinDavid,user,/user/ShirinDavid,0,[]
197,Shirin Azami 2,2560,UC8-4w-oS_xbm6Ud1G2Nemqw,channel,/channel/UC8-4w-oS_xbm6Ud1G2Nemqw,0,[]
198,Its Babyshelly,18500,UCBMZDEZoAJibulAwmzqTjEw,channel,/channel/UCBMZDEZoAJibulAwmzqTjEw,4,"['/channel/UC-6_PdxF1hX_jAX_Y4z08ug', '/user/mystyleandfashion', '/channel/UC-be6zeJzhz-bnv-PIxCemg', '/user/PewDiePie']"
199,KATJA KRASAVICE MUSIC,437000,UCBpxvYZivHHl-llzZinQwbA,channel,/channel/UCBpxvYZivHHl-llzZinQwbA,0,[]
200,Jordan Orme,452000,UCJW5UDaDqN66Iw1sbtXlEMA,channel,/channel/UCJW5UDaDqN66Iw1sbtXlEMA,0,[]
201,Five Souls,28400,UCTrcZJCPCA5k-B_x9oV-Rvg,channel,/channel/UCTrcZJCPCA5k-B_x9oV-Rvg,1,['/channel/UCF_oOFgq8qwi7HRGTJSsZ-g']
202,Ibrahim Kamit,303000,fatsugarmole123,user,/user/fatsugarmole123,0,[]
203,Sude Mdy,35100,SudeMdy,user,/user/SudeMdy,0,[]
204,PersiaX,-1,UCvFEp3Ne_Llx7CGx_JHlBDA,channel,/channel/UCvFEp3Ne_Llx7CGx_JHlBDA,0,[]
205,Dinge Erklärt – Kurzgesagt,1580000,KurzgesagtDE,user,/user/KurzgesagtDE,6,"['/channel/UCPiI104i7lyG--fkr3LZTtA', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/channel/UCKGMHVipEvuZudhHD05FOYA', '/user/MrWissen2go', '/channel/UCsVWpmoRsNAWZb59b6Pt9Kg', '/channel/UCfb7LAYCeJJiT3gyquv7V5Q']"
206,Der Fall,124000,UCxI8LYakG709x4dlg0eybmA,channel,/channel/UCxI8LYakG709x4dlg0eybmA,9,"['/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCaDFHuodTr4T1EAg5IXK0NQ', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UCeWYsa2ynPc0VNwqL-vF2wQ', '/channel/UCV6W8_nrWxJLQakqBHEvT3Q', '/channel/UCUueEx_ceEQrjlR9ctPNKyg', '/channel/UClimlKiB3xLJlpP1BbzfXSA', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UCfa7jJFYnn3P5LdJXsFkrjw']"
207,Jerrie,76300,JerriesBlog,user,/user/JerriesBlog,12,"['/user/JerriesVlog', '/user/thisbedottie', '/user/doddleoddle', '/user/doddlevloggle', '/user/savanamazing', '/user/LucieRedhead', '/user/ellathebeex', '/user/gretlproductions', '/user/DamonAndJo', '/user/considercologne', '/user/MusicMaaad', '/user/ConnorFranta']"
208,JerriesVlog,4910,JerriesVlog,user,/user/JerriesVlog,1,['/user/SirBonker']
209,DottieJames,190000,thisbedottie,user,/user/thisbedottie,0,[]
210,doddleoddle,1990000,doddleoddle,user,/user/doddleoddle,1,['/user/doddlevloggle']
211,doddlevloggle,916000,doddlevloggle,user,/user/doddlevloggle,1,['/user/doddleoddle']
212,Savannah Brown,527000,savanamazing,user,/user/savanamazing,0,[]
213,Lucie,-1,LucieRedhead,user,/user/LucieRedhead,0,[]
214,Ella TheBee,192000,ellathebeex,user,/user/ellathebeex,0,[]
215,Michael Buchinger,-1,gretlproductions,user,/user/gretlproductions,0,[]
216,DamonAndJo,1240000,DamonAndJo,user,/user/DamonAndJo,0,[]
217,CONSIDERCOLOGNE,198000,considercologne,user,/user/considercologne,0,[]
218,Orla Gartland,271000,MusicMaaad,user,/user/MusicMaaad,0,[]
219,ConnorFranta,4970000,ConnorFranta,user,/user/ConnorFranta,0,[]
220,maikekrombach,27700,supiexie,user,/user/supiexie,11,"['/user/Kalynxo13', '/user/lilisimply', '/user/JayBeZeus', '/user/coach', '/channel/UC0L6HqCRANUOXBQO5g3GR5g', '/user/EbruZa', '/user/SierraMarieMakeup', '/user/MichellePhan', '/channel/UCG9MKlKUMGqW2NVSqBFCShg', '/user/xXTheMakeUpGuruXx', '/user/imtaramichelle']"
221,Kalyn Nicholson,1400000,Kalynxo13,user,/user/Kalynxo13,0,[]
222,DR. LILI T MAC,631000,lilisimply,user,/user/lilisimply,0,[]
223,JazzBeatz,5810,JayBeZeus,user,/user/JayBeZeus,0,[]
224,coach,74400,coach,user,/user/coach,0,[]
225,KeepingupwithCaroline,11400,UC0L6HqCRANUOXBQO5g3GR5g,channel,/channel/UC0L6HqCRANUOXBQO5g3GR5g,0,[]
226,Sierra Furtado,2550000,SierraMarieMakeup,user,/user/SierraMarieMakeup,0,[]
227,Michelle Phan,8820000,MichellePhan,user,/user/MichellePhan,0,[]
228,keepingupwithmk,1070,UCG9MKlKUMGqW2NVSqBFCShg,channel,/channel/UCG9MKlKUMGqW2NVSqBFCShg,2,"['/user/mylifeaseva', '/user/xXTheMakeUpGuruXx']"
229,Ema Louise,599000,xXTheMakeUpGuruXx,user,/user/xXTheMakeUpGuruXx,0,[]
230,Tara Michelle,1280000,imtaramichelle,user,/user/imtaramichelle,0,[]
231,HollyJeanHarlow,544,HollyJeanHarlow,user,/user/HollyJeanHarlow,0,[]
232,dieFrickelbude,333000,alive4fashion,user,/user/alive4fashion,12,"['/user/MutitaEdibleArt', '/channel/UC-li0icOvYPDT2-Bx9I3YgA', '/channel/UC0QHWhjbe5fGJEPz3sVb6nw', '/channel/UC0T7tvy44mlQCjaTtparOZw', '/user/SurfacedStudio', '/user/KlairedelysArt', '/user/SpaceFrogsRadio', '/user/mystyleandfashion', '/user/Ooobacht', '/user/CiraLaMare', '/user/007morgenstern', '/user/SpaceFrogsEnt']"
233,Mutita EdibleArt,230000,MutitaEdibleArt,user,/user/MutitaEdibleArt,8,"['/user/TheEllenShow', '/user/drpeterkim', '/user/tastemade', '/user/CrottiMasterChef', '/user/vasilicaciobanu7', '/user/Andalusiatourism', '/user/FoodTravelTVChannel', '/user/rhettandlink2']"
234,TheEllenShow,38,TheEllenShow,user,/user/TheEllenShow,0,[]
235,drpeterkim,-1,drpeterkim,user,/user/drpeterkim,0,[]
236,Tastemade,1630000,tastemade,user,/user/tastemade,0,[]
237,CrottiMasterChef,1890,CrottiMasterChef,user,/user/CrottiMasterChef,1,['/user/MutitaEdibleArt']
238,Vasilica Ciobanu,102,vasilicaciobanu7,user,/user/vasilicaciobanu7,1,['/user/MutitaEdibleArt']
239,Andalucía Videorecetas,344000,Andalusiatourism,user,/user/Andalusiatourism,1,['/user/MutitaEdibleArt']
240,FoodTravelTVChannel,2530000,FoodTravelTVChannel,user,/user/FoodTravelTVChannel,0,[]
241,Good Mythical Morning,17300000,rhettandlink2,user,/user/rhettandlink2,0,[]
242,Doku Qualität - Hochwertige Dokumentationen für dich!,3570,UC-li0icOvYPDT2-Bx9I3YgA,channel,/channel/UC-li0icOvYPDT2-Bx9I3YgA,1,['/channel/UC1nh3-QcZU8y8VALxmUuXgA']
243,Mein Abnehmplan - by Susanne Nielsen,1810,UC1nh3-QcZU8y8VALxmUuXgA,channel,/channel/UC1nh3-QcZU8y8VALxmUuXgA,1,['/channel/UC-li0icOvYPDT2-Bx9I3YgA']
244,Doctor Mike,8540000,UC0QHWhjbe5fGJEPz3sVb6nw,channel,/channel/UC0QHWhjbe5fGJEPz3sVb6nw,12,"['/user/01032010814', '/channel/UC2sYit3cZ2CuD_8FHYH7O_Q', '/user/rhettandlink2', '/channel/UC6ktP3PLU5sAJxN9Rb0TALg', '/user/mylifeaseva', '/user/PICKLEandBANANA', '/user/ZDoggMD', '/user/electrickeye91', '/channel/UCGg-UqjRgzhYDPJMr-9HXCg', '/user/1veritasium', '/channel/UCLBHPoY3NugnZYURxln3fKQ', '/user/nike']"
245,TKOR,12600000,01032010814,user,/user/01032010814,0,[]
246,Hyram,4600000,UC2sYit3cZ2CuD_8FHYH7O_Q,channel,/channel/UC2sYit3cZ2CuD_8FHYH7O_Q,0,[]
247,Mike Shake,1520000,UC6ktP3PLU5sAJxN9Rb0TALg,channel,/channel/UC6ktP3PLU5sAJxN9Rb0TALg,0,[]
248,MyLifeAsEva,11400000,mylifeaseva,user,/user/mylifeaseva,0,[]
249,Ricky Dillon,3050000,PICKLEandBANANA,user,/user/PICKLEandBANANA,0,[]
250,ZDoggMD,449000,ZDoggMD,user,/user/ZDoggMD,1,['/channel/UC0QHWhjbe5fGJEPz3sVb6nw']
251,Thomas Frank,2360000,electrickeye91,user,/user/electrickeye91,0,[]
252,Creator Insider,475000,UCGg-UqjRgzhYDPJMr-9HXCg,channel,/channel/UCGg-UqjRgzhYDPJMr-9HXCg,0,[]
253,Veritasium,11100000,1veritasium,user,/user/1veritasium,0,[]
254,Rene Ritchie,298000,UCLBHPoY3NugnZYURxln3fKQ,channel,/channel/UCLBHPoY3NugnZYURxln3fKQ,0,[]
255,Nike,1670000,nike,user,/user/nike,0,[]
256,Jer Schmidt,295000,UC0T7tvy44mlQCjaTtparOZw,channel,/channel/UC0T7tvy44mlQCjaTtparOZw,8,"['/user/Matthiaswandel', '/channel/UCn7lavsPdVGV0qmEEBT6NyA', '/user/JackmanCarpentry', '/user/urbanTrash', '/user/Alukuchen1992', '/user/Jayscustomcreations', '/user/bellevuesnekkeri', '/user/jpheisz']"
257,Matthias Wandel,1700000,Matthiaswandel,user,/user/Matthiaswandel,4,"['/user/Jayscustomcreations', '/channel/UC0T7tvy44mlQCjaTtparOZw', '/user/jpheisz', '/channel/UCn7lavsPdVGV0qmEEBT6NyA']"
258,Marius Hornberger,292000,UCn7lavsPdVGV0qmEEBT6NyA,channel,/channel/UCn7lavsPdVGV0qmEEBT6NyA,6,"['/user/Jayscustomcreations', '/channel/UC0T7tvy44mlQCjaTtparOZw', '/user/Matthiaswandel', '/user/jpheisz', '/user/urbanTrash', '/user/Alukuchen1992']"
259,Jackman Works,371000,JackmanCarpentry,user,/user/JackmanCarpentry,2,"['/user/Jayscustomcreations', '/channel/UC0T7tvy44mlQCjaTtparOZw']"
260,frank howarth,599000,urbanTrash,user,/user/urbanTrash,4,"['/user/jnightandday', '/user/Jayscustomcreations', '/user/astrumspace', '/user/Matthiaswandel']"
261,Cosmas Bauer,219000,Alukuchen1992,user,/user/Alukuchen1992,2,"['/user/Jayscustomcreations', '/user/bellevuesnekkeri']"
262,Jay Bates,662000,Jayscustomcreations,user,/user/Jayscustomcreations,0,[]
263,Bellevue Woodshop,100000,bellevuesnekkeri,user,/user/bellevuesnekkeri,2,"['/user/jpheisz', '/user/Jayscustomcreations']"
264,John Heisz - I Build It,1070000,jpheisz,user,/user/jpheisz,4,"['/user/Matthiaswandel', '/user/Jayscustomcreations', '/channel/UC0T7tvy44mlQCjaTtparOZw', '/channel/UCn7lavsPdVGV0qmEEBT6NyA']"
265,Surfaced Studio,434000,SurfacedStudio,user,/user/SurfacedStudio,12,"['/channel/UC7cdIRJew8xO2xc2F2FO3jg', '/user/twowandererstravel', '/user/surfacedstudio2', '/user/abeautifulfable', '/user/fablesinfashion', '/user/JimmyAmericaPhoto', '/user/xHairymuppetx', '/user/violetlebeaux', '/user/videocopilot', '/user/filmriot', '/channel/UCqygDczqPpXGYqHXtcsmyFg', '/user/FXhomeHitFilm']"
266,Toby Talks Tech,367,UC7cdIRJew8xO2xc2F2FO3jg,channel,/channel/UC7cdIRJew8xO2xc2F2FO3jg,7,"['/user/SurfacedStudio', '/user/fablesinfashion', '/user/abeautifulfable', '/user/twowandererstravel', '/user/surfacedstudio2', '/user/violetlebeaux', '/user/JimmyAmericaPhoto']"
267,Two Wanderers,325,twowandererstravel,user,/user/twowandererstravel,5,"['/user/SurfacedStudio', '/user/fablesinfashion', '/user/abeautifulfable', '/channel/UC7cdIRJew8xO2xc2F2FO3jg', '/user/surfacedstudio2']"
268,Toby G,3750,surfacedstudio2,user,/user/surfacedstudio2,5,"['/user/SurfacedStudio', '/user/fablesinfashion', '/user/JimmyAmericaPhoto', '/user/violetlebeaux', '/user/indymogul']"
269,A Beautiful Fable,19800,abeautifulfable,user,/user/abeautifulfable,5,"['/user/fablesinfashion', '/user/twowandererstravel', '/user/SurfacedStudio', '/user/violetlebeaux', '/user/JimmyAmericaPhoto']"
270,Fables in Fashion,22700,fablesinfashion,user,/user/fablesinfashion,5,"['/user/abeautifulfable', '/user/twowandererstravel', '/user/SurfacedStudio', '/user/violetlebeaux', '/user/JimmyAmericaPhoto']"
271,JimmyAmericaPhoto,1520,JimmyAmericaPhoto,user,/user/JimmyAmericaPhoto,1,['/user/SurfacedStudio']
272,Hairy Starcraft,487,xHairymuppetx,user,/user/xHairymuppetx,2,"['/user/SurfacedStudio', '/user/fablesinfashion']"
273,Violet LeBeaux- Tales of an Ingenue,26200,violetlebeaux,user,/user/violetlebeaux,3,"['/user/JimmyAmericaPhoto', '/user/fablesinfashion', '/user/SurfacedStudio']"
274,Video Copilot,725000,videocopilot,user,/user/videocopilot,0,[]
275,Film Riot,1860000,filmriot,user,/user/filmriot,3,"['/user/indymogul', '/user/videocopilot', '/user/FXhomeHitFilm']"
276,ActionVFX,55600,UCqygDczqPpXGYqHXtcsmyFg,channel,/channel/UCqygDczqPpXGYqHXtcsmyFg,2,"['/user/SurfacedStudio', '/user/FXhomeHitFilm']"
277,FXhome,270000,FXhomeHitFilm,user,/user/FXhomeHitFilm,2,"['/user/filmriot', '/channel/UCqygDczqPpXGYqHXtcsmyFg']"
278,SPACE FROGS,1260000,SpaceFrogsRadio,user,/user/SpaceFrogsRadio,8,"['/user/unsympathischtv', '/user/CuBirds', '/user/Vsauce', '/user/theclavinover', '/user/coldmirror', '/user/mapamundio', '/user/SpaceFrogsPlay', '/user/Fewjar']"
279,unsympathischTV,2770000,unsympathischtv,user,/user/unsympathischtv,1,['/channel/UC9k23HZ1xMiqxf4gFfmxr5w']
280,CuBird,7860,CuBirds,user,/user/CuBirds,5,"['/user/mariemeimberg', '/user/LeFloid', '/user/Frodoapparat', '/user/Fewjar', '/user/SpaceFrogsEnt']"
281,Vsauce,17300000,Vsauce,user,/user/Vsauce,0,[]
282,Marti Fischer,636000,theclavinover,user,/user/theclavinover,2,"['/user/Fewjar', '/user/CuBirds']"
283,coldmirror,1420000,coldmirror,user,/user/coldmirror,4,"['/channel/UCFBapHA35loZ3KZwT_z3BsQ', '/user/KurzgesagtDE', '/channel/UCPiI104i7lyG--fkr3LZTtA', '/user/alwaysxcaro']"
284,mapamundi,17100,mapamundio,user,/user/mapamundio,0,[]
285,SPACE GAMING,276000,SpaceFrogsPlay,user,/user/SpaceFrogsPlay,1,['/user/SpaceFrogsRadio']
286,Fewjar,73600,Fewjar,user,/user/Fewjar,0,[]
287,Ooobacht,162000,Ooobacht,user,/user/Ooobacht,8,"['/user/TheRealJasmineJ', '/user/alive4fashion', '/user/Dijana2407', '/user/ChrissyCosmetic', '/user/Malwanne', '/user/mirellativegal', '/user/mystyleandfashion', '/user/RobBubble']"
288,Jasmine Jordan,3280,TheRealJasmineJ,user,/user/TheRealJasmineJ,0,[]
289,DIANA DÉLO,59900,Dijana2407,user,/user/Dijana2407,0,[]
290,Hello Chrissy,245000,ChrissyCosmetic,user,/user/ChrissyCosmetic,3,"['/channel/UCwOvSO2kf7sm_ZQyi6_DL4w', '/user/Ooobacht', '/user/BeautyDynamite']"
291,Malwanne,881000,Malwanne,user,/user/Malwanne,3,"['/user/naomiwayne', '/channel/UC3aYPFZxBSLwBTU77OL0fwA', '/user/SpaceFrogsRadio']"
292,mirellativegal,610000,mirellativegal,user,/user/mirellativegal,0,[]
293,RobBubble,253000,RobBubble,user,/user/RobBubble,3,"['/channel/UCeWYsa2ynPc0VNwqL-vF2wQ', '/user/SpaceFrogsRadio', '/user/alive4fashion']"
294,CiraLaMare,39400,CiraLaMare,user,/user/CiraLaMare,9,"['/user/alive4fashion', '/user/Ooobacht', '/user/JessVeganLifestyle', '/user/SarahSorceress', '/user/InkaSchminka', '/user/mapamundio', '/user/RobBubble', '/user/theclavinover', '/user/considercologne']"
295,LunarJess,93500,JessVeganLifestyle,user,/user/JessVeganLifestyle,0,[]
296,Sarah Sorceress,162000,SarahSorceress,user,/user/SarahSorceress,1,['/user/JessVeganLifestyle']
297,einfach inka,182000,InkaSchminka,user,/user/InkaSchminka,0,[]
298,Andrea Morgenstern,99400,007morgenstern,user,/user/007morgenstern,0,[]
299,DEAD FROGS,727000,SpaceFrogsEnt,user,/user/SpaceFrogsEnt,6,"['/user/SpaceFrogsRadio', '/user/SpaceFrogsPlay', '/user/LeFloid', '/user/Frodoapparat', '/user/theclavinover', '/user/RobBubble']"
300,LeFloid,-1,LeFloid,user,/user/LeFloid,2,"['/user/SpaceFrogsRadio', '/user/theclavinover']"
301,Frodoapparat,97000,Frodoapparat,user,/user/Frodoapparat,9,"['/user/Fewjar', '/user/LeFloid', '/user/SpaceFrogsEnt', '/user/SpaceFrogsRadio', '/user/SpaceFrogsPlay', '/user/Malwanne', '/user/alive4fashion', '/user/DVDKritik', '/user/RobBubble']"
302,Sara Bow Books,30900,OfficialMissBow,user,/user/OfficialMissBow,1,['/user/LipsticksandHeels']
303,Sara Bow,28400,LipsticksandHeels,user,/user/LipsticksandHeels,1,['/user/OfficialMissBow']
304,SandyDynamite,238000,BeautyDynamite,user,/user/BeautyDynamite,12,"['/user/amerikanischkochen', '/user/itsjudytime', '/user/BritPopPrincess', '/user/EbruZa', '/channel/UC0P92MDqYRxwu0pZbOi9Kew', '/user/VideoDeluxeTutorials', '/channel/UCs1MZplRn1HPGvQ3iQ8BwFg', '/user/ninakutschera', '/user/ChrissyCosmetic', '/user/Maarspet', '/user/Grischistudios', '/user/SprinkReloaded']"
305,amerikanisch-kochen.de,249000,amerikanischkochen,user,/user/amerikanischkochen,6,"['/user/kochkino', '/channel/UCYX2UUJJeUF-eRp2kt-8xmw', '/channel/UCpz74jin3sIwVhDM7hNTsyg', '/user/esslust', '/user/mrsflury1', '/user/backenkochen']"
306,kochkino,148000,kochkino,user,/user/kochkino,4,"['/user/amerikanischkochen', '/channel/UCYX2UUJJeUF-eRp2kt-8xmw', '/channel/UCpz74jin3sIwVhDM7hNTsyg', '/user/mrsflury1']"
307,KrümelPlanet,48100,UCYX2UUJJeUF-eRp2kt-8xmw,channel,/channel/UCYX2UUJJeUF-eRp2kt-8xmw,3,"['/user/amerikanischkochen', '/user/kochkino', '/user/mrsflury1']"
308,CookBakery,379000,UCpz74jin3sIwVhDM7hNTsyg,channel,/channel/UCpz74jin3sIwVhDM7hNTsyg,3,"['/user/mystyleandfashion', '/user/amerikanischkochen', '/user/kochkino']"
309,Esslust,248000,esslust,user,/user/esslust,2,"['/user/amerikanischkochen', '/user/007morgenstern']"
310,Mrs Flury,110000,mrsflury1,user,/user/mrsflury1,3,"['/user/amerikanischkochen', '/channel/UCpz74jin3sIwVhDM7hNTsyg', '/user/kochkino']"
